논문번호,논문제목,논문사번,논문저자,논문게재일,논문게재지
482,Final report of supplementary comparison for APMP.QM-S7.1: methane in nitrogen at 2000 μmol/mol,01118,"홍기룡,김병문,배현길,이상일",2020-10-27,METROLOGIA Tech. Suppl
483,Final Report on APMP.M.M-K4.1,00503,"정진완,Shih Mean,이성준",2017-01-01,METROLOGIA Tech. Suppl
484,Final Report on APMP.M.M-K4.1,00893,"정진완,Shih Mean,이성준",2017-01-01,METROLOGIA Tech. Suppl
485,Final report on force key comparison APMP.M.F-K2.a and APMP.M.F-K2.b (50 kN and 100 kN),00798,박연규,2019-01-11,METROLOGIA Tech. Suppl
486,Final report: international comparison APMP QM-S7 Methane in nitrogen at 2000 umol/mol,00372,"김병문,배현길,이상일,오상협",2015-06-05,METROLOGIA Tech. Suppl
487,Final report: international comparison APMP QM-S7 Methane in nitrogen at 2000 umol/mol,00946,"김병문,배현길,이상일,오상협",2015-06-05,METROLOGIA Tech. Suppl
488,Flat cutoff probe for real-time electron density measurement in industrial plasm processing,01097,"염희중,김정형,최대한,최은석,윤민영,성대진,유신재,이효창",2020-03-05,PLASMA SOURCES SCIENCE & TECHNOLOGY
489,Flexible galvanic skin response sensor based on vertically aligned silver nanowires,00889,"박선화,박지혜,박한나,박현민,송재용",2018-11-10,SENSORS AND ACTUATORS B-CHEMICAL
490,Flexible galvanic skin response sensor based on vertically aligned silver nanowires,01068,"박선화,박지혜,박한나,박현민,송재용",2018-11-10,SENSORS AND ACTUATORS B-CHEMICAL
491,Fluorine Plasma Corrosion Resistance of Anodic Oxide Film Depending on Electrolyte Temperature,00840,"신재수,김민중,송제범,정낙관,김진태,윤주영",2018-01-29,한국진공학회지
492,Focus on SQUIDs in Biomagnetism,00651,"John Clark,이용호,Justin Sch",2018-06-22,Superconductor science and technology
493,Force sensing model of capactivie hybrid touch sensor using thin-film force sensor and its evaluation,00809,"김영태,김종호,김동기,외부",2015-05-15,INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING
494,"Formation of metastable crystals from supercooled, supersaturated, and supercompressed liquids: Role of crystal-liquid interfacial free energy",00926,이근우,2017-10-29,Crystals
495,Fracture mechanism and electromechanical behavior of chemical vapor deposited graphene on flexible substrate under tension,00953,"이정환,장동원,홍성구,박병천,김재현,정현준,이순복",2017-07-01,CARBON
496,Frequency comb single-photon interferometry,01166,"이선경,한노수,윤태현,조민행",2018-09-04,COMMUNICATIONS PHYSICS
497,Fully international system of units-traceable glycated hemoglobin quantification using two stages of isotope-dilution high-performance liquid chromatographytandem mass spectrometry,00995,"트란 흐엉,임진숙,김주옥,권하정,권계철,정지선",2017-09-01,J CHROMATOGR A
498,Further elucidation of nanofluid thermal conductivity measurement using a transient hot-wire method apparatus,01010,"이주현,유동훈,이병찬,권수용,구준모",2018-02-01,HEAT AND MASS TRANSFER
499,Gain characteristics of SQUID-based RF amplifiers depending on device parameters,00651,"이용호,유권규,김진목,이상길,정연욱,오선정,Yannis Semertzidis",2019-03-31,Progress in Superconductivity and Cryogenics
500,Gas molecule sensing of van der Waals tunnel field effect transistors,00752,"박재성,최홍규,명노준,이윤식,장수경,박희철,황찬용,최춘기,유영준,김호종,최진식,최영규,황치영,김진태,박세린",2017-12-21,NANOSCALE
501,Gas molecule sensing of van der Waals tunnel field effect transistors,01067,"박재성,최홍규,명노준,이윤식,장수경,박희철,황찬용,최춘기,유영준,김호종,최진식,최영규,황치영,김진태,박세린",2017-12-21,NANOSCALE
502,"General Theory of Scalar Wave Scattering by a Composite Particle, One Particle Imbedded in Another",00741,"박병천,외부",2016-04-01,Journal of the Korean Physical Society
503,Generation and measurement of arbitrary four-dimensional spatial entanglement between photons in multicore fibers,00869,"이희정,박희수",2019-01-01,Photonics Research
504,Generation of a highly efficient and tissue-specific tryptophan hydroxylase 1 knockout mouse model,00995,"김형석,Hail Kim,정지선",2018-12-01,SCIENTIFIC REPORTS
505,"Generation of carbon nanowhiskers, nanotips, and nanodots by controlling plasma environment: Ion energy and radical effects",01097,"최대한,염희중,유광호,김정형,성대진,윤의준,이효창",2020-06-01,CARBON
506,Gradient-index phononic crystals for highly dense flexural energy harvesting,01061,"현재엽,최원재,김미소",2019-10-21,APPLIED PHYSICS LETTERS
507,Graphene bubbles and their role in graphene quantum transport,01163,"김학성,Leconte,N.,김호종,하동한,K.Watanabe,T.Taniguch,정재일,정수용",2017-05-14,NANOSCALE
508,Graphene bubbles and their role in graphene quantum transport,00989,"김학성,Leconte,N.,김호종,하동한,K.Watanabe,T.Taniguch,정재일,정수용",2017-05-14,NANOSCALE
509,Graphene-supporting films and low-voltage STEM in SEM toward imaging nanobio materials without staining: Observation of insulin amyloid fibrils,01037,"오가와 타카시,강근원,티에우밍투,권혁상,안상정,Tai Hwan Hac,,조복래",2017-05-01,MICRON
510,Gravimetric Standard Gas Mixtures for Global Monitoring of Atmospheric SF6,01008,"임정식,이진복,문동민,김진석,이정순,Bradley D.",2017-11-21,Analytical Chemistry
511,Gravity Measurement for the KRISS Watt Balance,00824,"최인묵,이광철,이성준,김동민,이호영",2017-06-01,IEEE Transactions on Instrumentation and Measurement
512,Ground based characterization of aerosol spectral optical properties of haze and Asian dust episodes under Asian continental outflow during winter 2014,00993,"정진상,이상일",2017-04-24,Atmospheric Chemistry and Physics
513,Growth Mechanism of Highly Crystalline CdS Spheres with Grainy Surfaces,00902,"김남운,맹희진,전영진,유현웅",2015-09-22,JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY
514,Growth of Graphene on the Cu(110) Surface,00752,"Otgonbayar Dugerjav,황찬용",2020-05-08,Journal of Physical Chemistry C
515,Growth of highly dense InAs quantum dots with improved crystal quality embedded in an InGaAsSb quantum well,01142,"김영호,Nikolai N Faleev,Keun-Yong Ban,김준오,이상준,Christiana B Honsberg",2016-08-03,JOURNAL OF PHYSICS D-APPLIED PHYSICS
516,Guided formation of sub-5 nm interstitial gaps between plasmonic nanodisks,01104,"손진경,한상우,위정섭,이태걸",2015-05-14,NANOSCALE
517,Guided formation of sub-5 nm interstitial gaps between plasmonic nanodisks,00816,"손진경,한상우,위정섭,이태걸",2015-05-14,NANOSCALE
518,Guiding of dynamic skyrmions using chiral magnetic domain wall,01070,"송무준,문경웅,양승모,황찬용,김갑진",2020-06-01,Applied Physics Express
519,HealthSOS: Real-time Health Monitoring System for Stroke Prognostics,00624,"이크람,박세진",2020-11-25,IEEE Access
520,"Hierarchical, Dual-Scale Structures of Atomically Thin MoS2 for Tunable Wetting",01151,"문지훈,최종현,M.C.Wang,Ali Ashraf,강상우,남성우",2017-02-06,NANO LETTERS
521,"Hierarchical, Dual-Scale Structures of Atomically Thin MoS2 for Tunable Wetting",00903,"문지훈,최종현,M.C.Wang,Ali Ashraf,강상우,남성우",2017-02-06,NANO LETTERS
522,High efficiency Si quantum dot heterojunction solar cells using a single SiOX:B layer,00692,"김태건,곽계영,도경민,김경중",2019-05-16,NANOTECHNOLOGY
523,High Power Coherent Beam Combining Setup Using Modified Cascaded Multi-dithering Technique,01101,"안희경,이휘형,공홍진",2018-10-25,CURRENT OPTICS AND PHOTONICS
524,High spatial resolution magnetic resonance imaging of insects covered with a hard exoskeleton,01013,서영섭,2018-02-01,CONCEPT MAGN RESON B
525,High temperature long-term stability of an (Al-Ag-Cu) three-in-one multicell,00754,"김용규,양인석,정욱철",2016-01-04,International Journal of Thermophysics
526,HighTemperature Corrosion of Ti46Al6Nb0.5 W0.5Cr0.3Si0.1C Alloy in Ar/0.2%SO2 Gas,00446,"한준희,Shi Yuke,Seong Woong Kim,Seung Eon Kim,Xiao Xiao,Jae Kwon Kim,Dong Bok Lee",2020-07-07,OXID MET
527,"Highly robust, uniform and ultra-sensitive surface-enhanced Raman scattering substrates for microRNA detection fabricated by using silver nanostructures grown in gold nanobowls",00816,"이택수,위정섭,오아람,나희경,이재종,이광렬,이태걸,함승주",2018-02-28,NANOSCALE
528,Highly sensitive detection of cardiac troponin I in human serum using gold nanoparticle-based enhanced sandwich immunoassay,01035,"김완중,조효영,김봉규,허철,정광효,안창근,김용준,김안순",2015-07-17,SENSORS AND ACTUATORS B-CHEMICAL
529,Highly sensitive two dimensional MoS2 gas sensor decorated with Pt nanoparticles,00903,"문지훈,박재서,신재수,강상우",2018-12-05,Royal society open science
530,Highly sensitive two dimensional MoS2 gas sensor decorated with Pt nanoparticles,01151,"문지훈,박재서,신재수,강상우",2018-12-05,Royal society open science
531,Highly Sensitive Two-Dimensional Bending Vector Sensor Using an Elliptic Two-Core PCF,00793,"나임 쿠람,정영주,권일범",2018-02-01,IEEE PHOTONICS TECHNOLOGY LETTERS
532,High-Mobility MoS2 Directly Grown on Polymer Substrate with Kinetics-Controlled Metal-Organic Chemical Vapor Deposition,00903,"박혜지,문지훈,제갈원,남성우,강상우,박재서,정대화,이승기,임주영,명재민,박종후,정수환",2019-04-01,ACS Applied Electronic Materials
533,High-Mobility MoS2 Directly Grown on Polymer Substrate with Kinetics-Controlled Metal-Organic Chemical Vapor Deposition,01151,"박혜지,문지훈,제갈원,남성우,강상우,박재서,정대화,이승기,임주영,명재민,박종후,정수환",2019-04-01,ACS Applied Electronic Materials
534,High-resolution angle sensor using multiple peak positions of a double slit interference pattern,00832,"김종안,김재완,이재용,강주식,진종한",2019-04-01,REVIEW OF SCIENTIFIC INSTRUMEMTS
535,High-speed broadband frequency sweep of continuous-wave terahertz radiation,00879,"이대수,양지상,박춘수,이휘돈,김창석",2015-06-01,OPTICS EXPRESS
536,High-Speed Double-Slit Interferometer using a Position Sensitive Detector for In-Line Thickness Variation Measurement of Glass Panels,00832,"김종안,김재완,강주식,진종한,엄태봉",2015-08-01,INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING
537,High-speed frequency-domain terahertz coherence tomography,00861,"양지상,박춘수,이휘돈,김창석,이대수",2016-01-25,OPTICS EXPRESS
538,High-speed terahertz reflection three-dimensional imaging using beam steering,00879,"이대수,진경환,양지상,양호순,김치엽,예종철",2015-02-23,OPTICS EXPRESS
539,Homogeneity and tolerance to heat of monolayer MoS2 on SiO2 and h-BN,00652,"김호종,김대희,정수용,배명호,S. N. Yi,Watanabe,Taniguchi,SK Chang,하동한",2018-04-06,RSC ADV
540,Human observer performance on in-plane digital breast tomosynthesis images: Effects of reconstruction filters and data acquisition angles on signal detection,01135,"이창우,한민아,백종덕",2020-03-12,PLOS ONE
541,Hybrid fiber links for accurate optical frequency comparison,00827,"이원규,Fabio Stefani,Anthony Bercy,Olivier Lopez,Anne Amy-Klein,Paul-Eric Pottie",2017-05-01,APPLIED PHYSICS B-LASERS AND OPTICS
542,Hydrogen embrittlement of 3-D printing manufactured austenitic stainless steel part for hydrogen service,01058,"백승욱,송은주,김정현,정명식,백운봉,남승훈",2017-03-15,SCRIPTA MATERIALIA
543,Hydrogen embrittlement susceptibility of X70 pipeline steel weld under a low partial hydrogen environment,00563,"투안,탁내형,박재영,백운봉,남승훈",2020-07-18,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY
544,Hydrogen environment assisted cracking in X70 welding heat-affected zone under a high-pressure hydrogen gas,00728,"투안,백운봉,박재영,남승훈,탁내형",2020-08-15,THEOR APPL FRACT MEC
545,Hydrogen Induced Crack and Phase Transformation in Hydrogen Pressured Tensile Test of 316L Stainless Steel,00779,"백운봉,최병학,심종헌,김영욱,김영석,김성수,남승훈,홍기용",2015-02-02,KOREAN JOURNAL OF METALS AND MATERIALS
546,Hydrogen sensing using paper sensor with pencil marks decorated with palladium,00563,"이남희,백운봉,남승훈",2019-07-02,SENSORS
547,Hydrogen susceptibility of nano-sized oxide dispersed austenitic steel for fusion reactor,01058,"백승욱,송은주,김정현,이윤희,류권상,김사웅",2017-10-01,FUSION ENGINEERING AND DESIGN
548,Hydrophobic Residues near the Bilin Chromophore-Binding Pocket Modulate Spectral Tuning of Insert-Cys Subfamily Cyanobacteriochromes,00760,"정세채,조성미,송지영,송지준,박연일",2017-01-17,SCIENTIFIC REPORTS
549,Hyperpolarization of nitrile compounds using signal amplification by reversible exchange,01109,"민세인,김사라,채히림,정혜진,남궁성건,오상원,정근홍",2020-08-01,MOLECULES
550,Identification of donor deactivation centers in heavily As-doped Si using time-of-flight medium energy ion scattering spectroscopy,00904,"민원자,박경수,유규상,주성중,김용성,문대원",2015-10-07,JOURNAL OF APPLIED PHYSICS
551,Impact of Siberian forest fires on the atmosphere over the Korean Peninsula during summer 2014,00993,"정진상,이상일,오상협",2016-06-03,Atmospheric Chemistry and Physics
552,impedance spectroscopy for in situ and real-time observations of the effects of hydrogen on nitrile butadiene rubber polymer under high pressure,00814,"정재갑,전상구,김규태,이창훈,백운봉,정기수",2019-09-10,SCIENTIFIC REPORTS
553,Implementation of unscented transform to estimate the uncertainty of a liquid flow standard system,00868,"전세종,최해만,윤병로,강웅",2017-03-31,Journal of Mechanical Science and Technology
554,Importance of air pressure in the compensation for the solar radiation effect on temperature sensors of radiosondes,01049,"이상욱,최병일,김종철,우상봉,박성종,양승구,김용규",2016-10-01,METEOROL APPL
555,Improved absolute frequency measurement of the 171Yb optical lattice clock at KRISS relative to the Si second,01130,"김휘동,허명선,이원규,박창용,홍현규,황상욱,유대혁",2017-03-29,Japanese Journal of Applied Physics
556,Improved electrical properties of silicon quantum dot layers for photovoltaic applications,00692,"홍성웅,백인복,곽계영,이성현,장종식,김경중,김안순",2016-06-01,SOLAR ENERGY MATERIALS AND SOLAR CELLS
557,Improved electrical properties of silicon quantum dot layers for photovoltaic applications,01035,"홍성웅,백인복,곽계영,이성현,장종식,김경중,김안순",2016-06-01,SOLAR ENERGY MATERIALS AND SOLAR CELLS
558,Improved mass resolution and mass accuracy in TOF-SIMS spectra and images using argon gas cluster ion beams,00917,"손현경,윤소희,이태걸",2016-06-01,BIOINTERPHASES
559,Improved mass resolution and mass accuracy in TOF-SIMS spectra and images using argon gas cluster ion beams,00816,"손현경,윤소희,이태걸",2016-06-01,BIOINTERPHASES
560,Improved reliability of breakdown voltage measurement of yttrium oxide coatings by plasma spray,00840,"송제범,최은미,오성근,소종호,이승수,김진태,윤주영",2019-12-01,CERAM INT
561,Improved Wavefront Reconstruction Algorithm from Slope Measurements,00967,"판,마익,이혁교,김영식,양호순,이윤우",2017-03-01,Journal of the Korean Physical Society
562,Improvement in Computation Time of the Finite Multipole Method by using K-means Clustering,01136,"윤달재,정인일,정해원,강훈,양우용,박인용",2019-07-24,IEEE ANTENN WIREL PR
563,Improvement of Digital PCR Conditions for Direct Detection of KRAS Mutations,01122,"이진아,김지현,Sun Hyung Kang,유희민",2020-04-24,J CLIN LAB ANAL
564,Improvement of GaP crystal quality and silicon bulk lifetime in GaP/Si heteroepitaxy,01142,"Chaomin Zhang,김영호,Nikolai N. Faleev,Christiana B. Honsberg",2017-06-01,JOURNAL OF CRYSTAL GROWTH
565,Improvement of plasma resistance of anodic aluminum-oxide film in sulfuric acid containing cerium(IV) ion,00840,"소종호,최은미,김진태,신재수,송제범,김민중,정진욱,윤주영",2020-02-01,Coatings
566,Improvement of power conversion efficiency by a stepwise band-gap structure for silicon quantum dot solar cells,00692,"곽계영,김태건,김니콜라스,신지영,김경중",2020-02-25,NANOTECHNOLOGY
567,Improving acoustic determinations of the Boltzmann constant with mass spectrometer measurements of the molar mass of argon,00875,"양인석,Pitre, L.,Moldover,,Zhang, J.,Feng, X.,김진석",2015-09-30,METROLOGIA
568,Improving precursor adsorption characteristics in ATR-FTIR spectroscopy with a ZrO2 nanoparticle coating,01151,"문지훈,박재서,신재수,김종호,박희정,강상우",2017-02-01,J NANOPART RES
569,Improving precursor adsorption characteristics in ATR-FTIR spectroscopy with a ZrO2 nanoparticle coating,00903,"문지훈,박재서,신재수,김종호,박희정,강상우",2017-02-01,J NANOPART RES
570,In situ measurement of micro flow rate using near infrared absorption method,01080,"이석환,이주현,전세종,강웅",2018-06-25,OPTICS EXPRESS
571,Indoor calibration method for UV index meters with a solar simulator and a reference spectroradiometer,00841,"헬미,유재근,박성종,이동훈",2016-02-03,International Journal of Metrology and Quality Engineering
572,Influence of adaptor on the calibration of inductance standards,00821,"Dewi Kass,김단비,김완섭",2018-03-01,JEET(Journal of Electrical Engineering & Technology)
573,Influence of Ag Addition on Thermal Stability and Thermophysical Properties of Ti-Zr-Ni Quasicrystals,00926,"전상호,조용찬,김용일,이윤희,이수형,이근우",2020-06-07,METALS
574,Influence of halide precursor type and its composition on the electronic properties of vacuum deposited perovskite films,00867,"김태건,서성원,권혁상,한준희,김정원",2015-08-20,PHYSICAL CHEMISTRY CHEMICAL PHYSICS
575,Inhibition of Jurkat T Cell Proliferation by Active Components of Rumex japonicus Roots via Induced Mitochondrial Damage and Apoptosis Promotion,01122,"Yinda Qiu,Aoding Li,Namki Cho,유희민",2020-10-20,JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY
576,Initial Ag adsorption on Si(5 5 12)-2 × 1 and its parasitic Si(7 7 17)-2 × 1,01038,"조상희,장진,서재명",2020-03-02,SURFACE SCIENCE
577,In-plane band bending in hexagonal monolayer WS2 by edge polarization,00904,"신은하,김한철,김용성",2019-05-22,PHYSICAL REVIEW B
578,In-situ Liquid Phase Transmission Electron Microscopy Study for Phase Evolution of a-Fe2O3 Nanorods upon Lithiation/delithiation Process,01126,"빈민욱,Yeonho Kim,안상정,권지환",2019-08-05,MICROSCOPY AND MICROANALYSIS
579,Inspection of the Fragmentation Pathway for THiamethoxam,00862,"손선웅,김병주,안성희",2017-09-29,Mass Spectrometry letters
580,Instantaneous thickness measurement of multilayer films by single-shot angle-resolved spectral reflectometry,00967,"김영식,이혁교",2019-11-15,OPTICS LETTERS
581,Integrating sphere-based relative methods for reflection measurements,00922,"황지수,신동주,정기룡",2016-12-01,METROLOGIA
582,Interannual variations in methane emission from an irrigated rice paddy caused by rainfalls during the aeration period,00918,강남구,2016-05-01,AGRICULTURE ECOSYSTEMS & ENVIRONMENT
583,Interface charge transfer between metal phthalocyanine and fluorinated hexaazatrinaphthylene molecules,00867,"황희웅,양세나,김정원",2020-04-13,Current Applied Physics
584,Interfacial chemical reaction and multiple gap state formation on three layer cathode in organic light-emitting diode: Ca/BaF2/Alq3,00867,"김태건,이현복,이연진,이승미,김정원",2015-07-10,JOURNAL OF APPLIED PHYSICS
585,Interfacial free energy and medium range order: Proof of an inverse of Frank's hypothesis,00926,"이근우,조용찬",2017-02-13,PHYSICAL REVIEW B
586,Interferometric profile scanning system for measuring large planar mirror surface based on single-interferogram analysis using Fourier transform method,00832,"김종안,김재완,강주식,진종한,엄태봉",2018-03-01,MEASUREMENT
587,Interferometric quantum spectroscopy with undetected photons via distinguishability modulation,01166,"이선경,윤태현,조민행",2019-05-13,OPTICS EXPRESS
588,International comparison CCQM-K84-carbon monoxide in synthetic air at ambient level,00873,"이정순,문동민,이진복,임정식",2017-02-01,METROLOGIA Tech. Suppl
589,International comparison of enumeration-based quantification of DNA copy-concentration using flow cytometric counting and digital polymerase chain reaction,00806,"유희봉,P. Corbisi,M. Janka,B. Cosme,J. Cavalca,R. Flatsha,D. Burke,M. Smith,J. McLaugh,K. Emslie,A. Whale,박상열,J. Hugget,H. Parkes,M. Kline,J. Harenza,P. Vallone,L. Dong,J. Wang,Z. Sui,J. Pavic,M. Milavec,M. Akgoz,E. Moziogl",2016-12-20,Analytical Chemistry
590,international key comparison CCQM-K94: 10 umol/mol dimethyl sulfide in nitrogen,00946,"이상일,허귀석,김용두,오상협",2016-01-04,METROLOGIA Tech. Suppl
190,Comparison of desorption enhancement methods in the low temperature plasma ionization mass spectrometry for detecting fatty acids in Drosophila,00960,"김신혜,장현준,박정향,이형준,김정권,임용현,김단비,윤소희",2017-08-01,Current Applied Physics
191,Comparison of KCRV and Its Uncertainty of CCM Key Comparisons by Monte Carlo Method,00893,"이성준,정진완,최인묵",2015-12-01,MAPAN - Journal of Metrology Society of India
192,Comparison of Lipid Profiles in Head and Brain Samples of Drosophila Melanogaster using Electrospray Ionization Mass Spectrometry (ESI-MS),00960,"장현준,박정향,이가슬,이성배,문정희,최준식,이태걸,윤소희",2019-03-01,Mass Spectrometry letters
193,Comparison of measurement capability with 100 μmol/mol of carbon monoxide in nitrogen,00873,"이정순,임정식,이진복",2018-11-08,METROLOGIA Tech. Suppl
194,Comparison of Multiple Methods for Obtaining PΩ Resistances with Low Uncertainties,00504,"유광민,Dean G. Jarrett,Albert F. Rigosi,Shamith U. Payagala,Marlin E. Kraft",2020-06-01,IEEE Transactions on Instrumentation and Measurement
195,Comparison of PMN-PT and PZN-PT Single-Crystal-Based Ultrasonic Transducers,00686,"김용일,김건우,배영민,류연희,정광자,오치환,김기복",2015-01-31,SENSOR MATER
196,Comparison of pooled standard deviation and standardized-t bootstrap methods for estimating uncertainty about average methane emission from rice cultivation,00918,"강남구,정민호,정현철,이영섭",2015-06-01,ATMOSPHERIC ENVIRONMENT
197,"Comparison of PZT, PZT based 1-3 composite and PMN-PT acoustic emission sensors for glass fiber reinforced plastics",00810,"김건우,서무경,최남경,김용일,김기복",2019-06-01,INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING
198,Compensation of solar radiation and ventilation effects on the temperature measurement of radiosondes using dual thermistors,01049,"이상욱,박은욱,최병일,김종철,우상봉,강웅,박성종,양승구,김용규",2018-04-07,METEOROL APPL
199,Complementary n-Type and p-Type Graphene Films for High Power Factor Thermoelectric Generators,00889,"T. Novak,김진,김중모,A.P.Tiwari,신호선,송재용,전석우",2020-07-01,ADVANCED FUNCTIONAL MATERIALS
200,Complete Genome of Bacillus subtilis subsp. subtilis KCTC 3135T and Variation in Cell Wall Genes of B. subtilis Strains,01036,"안선주,전상미,노현주,김주한,김세일",2018-10-01,JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY
201,"Complete genome of Kangiella geojedonensis KCTC 23420T, putative evidence for recent genome reduction in marine environments",01036,"김세일,최한나,오정수,아르샨 나시,김병권,김경모",2015-12-01,MAR GENOM
202,Compliant Ultrasound Proximity Sensor for the Safe Operation of Human Friendly Robots Integrated with Tactile Sensing Capability,00988,"조일주,이형규,장선일,윤의식",2017-01-01,JEET(Journal of Electrical Engineering & Technology)
203,Composition and temperature dependent electronic structures of NiS2-xSex alloys : First-principles dynamical mean-field theory approach,00997,"문창연,강한힘,장보규,심지훈",2015-12-17,PHYSICAL REVIEW B
204,Composition change-driven texturing and doping in solution-processed SnSe thermoelectric thin films,01090,"허승회,정혜원,정재민,장재영,이원보,신호선,손재성,조승기,김효석,최가람,송재용,Jun-Yun Kang,박노진,반형우,Fredrick Kim",2019-12-01,Nature Communications
205,Computational characterization of a new inductively coupled plasma source for application to narrow gap plasma processes,00803,"김대웅,유신재,김정형,장홍영,오왕열",2015-10-13,IEEE T PLASMA SCI
206,Construction and calibration of a large-area heat flow meter apparatus,00875,"양인석,김대호,이상현,장현민",2019-11-15,ENERGY AND BUILDINGS
207,Construction and preliminary testing of a guarded hot plate apparatus for thermal conductivity measurements at high temperatures,00875,"양인석,김대호,이상현",2018-07-01,INT J HEAT MASS TRAN
208,Construction of controlled-NOT gate based on microwave-activated phase (MAP) gate in two transmon system,09008,"노태완,박관열,이순걸,송운,정연욱",2018-12-01,SCIENTIFIC REPORTS
209,Construction of the prediction model between pressure and flow rate for pulsating flows based on the Greenfield-Fry model concerning wave dispersion,00985,"전세종,진종한,조완호",2017-05-01,EXP FLUIDS
210,Construction of the prediction model between pressure and flow rate for pulsating flows based on the Greenfield-Fry model concerning wave dispersion,00868,"전세종,진종한,조완호",2017-05-01,EXP FLUIDS
211,Contamination particle behavior of aerosol deposited Y 2 O 3 and YF 3 coatings under NF 3 plasma,00840,"송제범,최은미,오성근,김진태,윤주영",2019-05-01,Coatings
212,Contamination particle behavior of aerosol deposited Y2O3 and YF3 coatings under NF3 plasma,00840,"최은미,송제범,오성근,김진태,윤주영",2019-05-01,Coatings
213,Contamination particles and plasma etching behavior of atmospheric plasma sprayed Y2O3 and YF3 coatings under NF3 plasma,00840,"김진태,송제범,오성근,윤주영",2019-02-07,Coatings
214,Control of magneto-transport characteristics of Co-doped ZnO by electron beam irradiation,01105,"Seunghun Lee,조용찬,이근우",2016-04-01,RSC ADV
215,Control of Spin-Wave Refraction Using Arrays of Skyrmions,01070,"문경웅,전병선,김원동,황찬용",2016-12-30,Physical Review Applied
216,Core-shell magneto-optical trap for alkaline-earth-metal-like atoms,00947,"이정원,이재훈,노지호,문종철",2015-05-08,PHYSICAL REVIEW A
217,Correction of Resonance Frequency for RF amplifiers based on Superconducting Quantum Interference Device,00651,"이용호,유권규,김진목,이상길,정연욱,오선정,Y. Semertzidis",2018-12-28,Progress in Superconductivity and Cryogenics
218,Correction of solar irradiation effects on air temperature measurement using a dual-thermistor radiosonde at low temperature and low pressure,01049,"이상욱,박은욱,최병일,김종철,우상봉,박성종,양승구,김용규",2018-04-07,METEOROL APPL
219,Correlation between the sensitivity and the hysteresis of humidity sensors based on graphene oxides,01049,"박은욱,최병일,김종철,우상봉,김용규,최윤석,이상욱",2018-04-01,SENSORS AND ACTUATORS B-CHEMICAL
220,Coverage percentage and raman measurement of cross-tile and scaffold cross-tile based DNA nanostructures,00866,"안상정,Gnapareddy,Dugasani,LaBean,박성하",2015-11-01,Colloids and Surfaces B: Biointerfaces
221,"Crack-assisted, localized deformation of van der Waals materials for enhanced strain confinement",00903,"Juyoung Leem,Yeageun Lee,Michael Cai Wang,Jin Myung Kim,문지훈,Md Farhadul Haque,강상우,SungWoo Nam",2019-07-24,2D MATERIALS
222,Creation of Optimal Frequency for Electrostatic Force Microscopy Using Direct Digital Synthesizer,01076,"문승현,강민규,김정환,박겨례,신채호",2017-07-08,Applied Sciences-Basel
223,Current Technologies of Electrochemical Immunosensors: Perspective on Signal Amplification,01123,"조일훈,이종성,김지연,강민수,백진경,구석모,조현모,Joseph Irudayaraj,김동형",2018-01-12,SENSORS
224,Current-reversal operation for a single-parameter electron pump by control of semiconductor-based cryo-switch gate potentials,00983,"유병성,배명호,김범규,박석인,송진동,최형국,조성운,김주진,김완섭,김남",2019-10-01,AIP ADVANCES
225,CVD SiC deformable mirror with monolithic cooling channels,00932,"안교훈,이혁교,양호순,김학용",2018-04-16,OPTICS EXPRESS
226,Damage mapping using strain distribution of an optical fiber embedded in a composite cylinder after low-velocity impacts,00793,"최보훈,권일범",2019-09-15,COMPOSITES PART B-ENGINEERING
227,Deep-to-shallow level transition of Re and Nb dopants in monolayer MoS2 with dielectric environments,00904,"노지영,김한철,박민규,김용성",2015-09-21,PHYSICAL REVIEW B
228,Deformation anisotropy and associated mechanisms in rolling textured high purity titanium,00953,"원종우,박찬희,홍성구,이종수",2015-12-05,Journal of Alloys and Compounds
229,Degradation Behaviors of NPB Molecules upon Prolonged Exposure to Various Thermal Stresses under High Vacuum below 10-4 Pa,00840,"최은미,심섭,김하영,윤주영",2020-06-30,ACS Omega
230,Degradation Test for an Anodic Aluminum Oxide Film in Plasma Etching,00840,"김진태,송제범,이승수,정진욱,김민중,오성근,정낙관,윤주영",2019-06-01,JOURNAL OF THE KOREAN PHYSICAL SOCIETY
231,Delayed auger recombination in silicon measured by time-resolved X-ray scattering,00905,"조원혁,에릭랜달,김성흔,이동렬,이수형",2018-11-01,Current Applied Physics
232,Delayed Triplet-State Formation through Hybrid Charge Transfer Exciton at Copper Phthalocyanine/GaAs Heterojunction,00867,"임희선,권혁상,김상규,김정원",2017-09-15,J PHYS CHEM LETT
233,Demonstration of a time-resolved x-ray scattering instrument utilizing the full-repetition rate of x-ray pulses at the Pohang Light Source,00905,"조원혁,엄인,외부,이수형,유청",2016-03-08,REVIEW OF SCIENTIFIC INSTRUMEMTS
